 0.643844067264622E+00  0.358683359944352E-01 -0.263052012611461E+00 100 1 94 99 24  
 0.989989925844653E+00  0.585900530641496E-01 -0.294325773188271E+00 101 1 99 28 24  
 0.100000000000000E+01  0.594017950724105E-01 -0.294672338155606E+00 104 1 28 98 26  
 0.110000000000000E+01  0.154557257960838E+00 -0.257822446934983E+00 105 1 98 30 26  
 0.100000000000000E+01  0.261893883201062E+00 -0.147553224545529E+00 107 2 27 104 29  
 0.999999999998949E+00  0.285887589007008E+00 -0.928905085769227E-01 107 1 29 36 34 27  
 0.110000000000012E+01  0.285887589007003E+00 -0.928905085769367E-01 108 1 34 37 30 27  
 0.110000000000000E+01  0.197442898890791E+00 -0.226664204958602E+00 109 1 30 104 27  
 0.989999999999927E+00  0.585907047264823E-01 -0.294326670124530E+00 111 1 99 98 28  
 0.990000000000014E+00  0.261815774068503E+00 -0.146675014490718E+00 114 1 104 105 29  
 0.110060000021942E+01  0.164331822407178E+00 -0.251702873569881E+00 116 1 98 93 30  
 0.110060000021942E+01  0.188602332238426E+00 -0.234069316001106E+00 117 1 93 104 30  
 0.989989925844653E+00  0.220400697479871E+00  0.203676183269719E+00 120 1 35 122 31  
 0.643844067264542E+00  0.183636186978310E+00  0.191730669685403E+00 121 1 122 117 31  
 0.522110652079408E+00  0.235856798367300E+00  0.924064526435423E-01 122 1 117 106 31  
 0.522110652079409E+00  0.245127308198549E+00  0.638747571546879E-01 123 1 106 111 31  
 0.643844067264611E+00  0.261261256100915E+00 -0.471747276253041E-01 124 1 111 116 31  
 0.989989925844653E+00  0.298025766602465E+00 -0.352292140409859E-01 125 1 116 36 31  
 0.110000000000000E+01  0.276583680312654E+00  0.117736264237582E+00 128 1 37 121 33  
 0.100000000000000E+01  0.221261116336360E+00  0.203479430236821E+00 129 1 121 35 33  
 0.100000000000000E+01  0.298606211548568E+00 -0.345642959790366E-01 131 1 36 115 34  
 0.110000000000000E+01  0.292964537518565E+00  0.673211696901378E-01 132 1 115 37 34  
 0.990000000000133E+00  0.220401751891691E+00  0.203676525868891E+00 134 1 121 122 35  
 0.990000000000189E+00  0.298026821014309E+00 -0.352288714418155E-01 136 1 116 115 36  
 0.110060000021942E+01  0.290164983919273E+00  0.785083850689023E-01 138 1 115 110 37  
 0.110060000021942E+01  0.280894474088026E+00  0.107040080557757E+00 139 1 110 121 37  
 0.635678099735923E+00 -0.150000000001131E-01  0.415059433257928E+00 141 2 38 49 50 39  
 0.635678099735927E+00  0.150000000000917E-01  0.415059433257934E+00 141 1 39 44 43 38  
 0.799999999999931E+00 -0.150000000000256E-01  0.500600000219422E+00 144 1 50 51 40 39  
 0.799999999999949E+00  0.149999999999643E-01  0.500600000219422E+00 145 1 40 45 44 39  
 0.949999999999947E+00 -0.150000000000307E-01  0.500600000219423E+00 147 1 51 52 41 40  
 0.949999999999965E+00  0.150000000000126E-01  0.500600000219424E+00 148 1 41 46 45 40  
 0.110060000021943E+01 -0.150000000001145E-01  0.350000000000091E+00 150 1 52 53 42 41  
 0.110060000021942E+01  0.150000000001202E-01  0.350000000000065E+00 151 1 42 47 46 41  
 0.726276316013951E+00  0.125600000219421E+00  0.351621879271635E+00 155 1 44 48 43  
 0.799999999999994E+00  0.125600000219421E+00  0.390000000000006E+00 157 1 45 48 44  
 0.949999999999982E+00  0.125600000219421E+00  0.390000000000011E+00 159 1 46 48 45  
 0.990000000000007E+00  0.125600000219421E+00  0.350000000000007E+00 161 1 47 48 46  
 0.726276316013943E+00 -0.125600000219422E+00  0.351621879271641E+00 164 1 54 50 49  
 0.799999999999994E+00 -0.125600000219421E+00  0.390000000000009E+00 166 1 54 51 50  
 0.949999999999981E+00 -0.125600000219421E+00  0.390000000000009E+00 168 1 54 52 51  
 0.990000000000025E+00 -0.125600000219421E+00  0.350000000000006E+00 170 1 54 53 52  
 0.635678099735914E+00 -0.399380233565343E+00  0.113994570807884E+00 173 2 55 66 67 56  
 0.635678099735937E+00 -0.390109723734115E+00  0.142526266296785E+00 173 1 56 61 60 55  
 0.800000000000052E+00 -0.480734147181541E+00  0.140428059707841E+00 176 1 67 68 57 56  
 0.799999999999988E+00 -0.471463637350487E+00  0.168959755196104E+00 177 1 57 62 61 56  
 0.950000000000023E+00 -0.480734147181649E+00  0.140428059707512E+00 179 1 68 69 58 57  
 0.949999999999937E+00 -0.471463637350388E+00  0.168959755196405E+00 180 1 58 63 62 57  
 0.110060000021942E+01 -0.337505035619061E+00  0.938901002866899E-01 182 1 69 70 59 58  
 0.110060000021942E+01 -0.328234525787682E+00  0.122421795775858E+00 183 1 59 64 63 58  
 0.726276316014022E+00 -0.295599744991712E+00  0.228109834944271E+00 187 1 61 65 60  
 0.800000000000092E+00 -0.332099506793834E+00  0.239969326461590E+00 189 1 62 65 61  
 0.949999999999927E+00 -0.332099506793846E+00  0.239969326461595E+00 191 1 63 65 62  
 0.989999999999901E+00 -0.294057246142047E+00  0.227608646686599E+00 193 1 64 65 63  
 0.726276316014331E+00 -0.373224814114195E+00 -0.107955623664718E-01 196 1 71 67 66  
 0.799999999999848E+00 -0.409724575916278E+00  0.106392915083311E-02 198 1 71 68 67  
 0.949999999999739E+00 -0.409724575916006E+00  0.106392915074809E-02 200 1 71 69 68  
 0.989999999999860E+00 -0.371682315264341E+00 -0.112967506242058E-01 202 1 71 70 69  
 0.635678099735924E+00 -0.231830558778242E+00 -0.344606913965699E+00 205 2 72 83 84 73  
 0.635678099735920E+00 -0.256101068609506E+00 -0.326973356396905E+00 205 1 73 78 77 72  
 0.799999999999983E+00 -0.282110042511155E+00 -0.413810686345861E+00 208 1 84 85 74 73  
 0.800000000000000E+00 -0.306380552342026E+00 -0.396177128777361E+00 209 1 74 79 78 73  
 0.949999999999959E+00 -0.282110042510991E+00 -0.413810686345982E+00 211 1 85 86 75 74  
 0.949999999999924E+00 -0.306380552342317E+00 -0.396177128777151E+00 212 1 75 80 79 74  
 0.110060000021943E+01 -0.193589583386555E+00 -0.291972726815800E+00 214 1 86 87 76 75  
 0.110060000021942E+01 -0.217860093218138E+00 -0.274339169246777E+00 215 1 76 81 80 75  
 0.726276316014101E+00 -0.308290689690123E+00 -0.210642248107740E+00 219 1 78 82 77  
 0.799999999999995E+00 -0.330848783065055E+00 -0.241690799989297E+00 221 1 79 82 78  
 0.949999999999744E+00 -0.330848783064998E+00 -0.241690799989222E+00 223 1 80 82 79  
 0.989999999999937E+00 -0.307337372973462E+00 -0.209330120214443E+00 225 1 81 82 80  
 0.726276316014098E+00 -0.105065620347986E+00 -0.358293903741385E+00 228 1 88 84 83  
 0.799999999999858E+00 -0.127623713723038E+00 -0.389342455623112E+00 230 1 88 85 84  
 0.949999999999923E+00 -0.127623713722872E+00 -0.389342455622880E+00 232 1 88 86 85  
 0.989999999999944E+00 -0.104112303631341E+00 -0.356981775848114E+00 234 1 88 87 86  
 0.635678099735900E+00  0.256101068609477E+00 -0.326973356396890E+00 237 2 89 100 101 90  
 0.635678099735912E+00  0.231830558778231E+00 -0.344606913965683E+00 237 1 90 95 94 89  
 0.799999999999992E+00  0.306380552341951E+00 -0.396177128777415E+00 240 1 101 102 91 90  
 0.799999999999993E+00  0.282110042511164E+00 -0.413810686345854E+00 241 1 91 96 95 90  
 0.949999999999907E+00  0.306380552342292E+00 -0.396177128777168E+00 243 1 102 103 92 91  
 0.949999999999975E+00  0.282110042510972E+00 -0.413810686345994E+00 244 1 92 97 96 91  
 0.110060000021942E+01  0.217860093218164E+00 -0.274339169246839E+00 246 1 103 104 93 92  
 0.110060000021943E+01  0.193589583386635E+00 -0.291972726815814E+00 247 1 93 98 97 92  
 0.726276316014103E+00  0.105065620347982E+00 -0.358293903741378E+00 251 1 95 99 94  
 0.799999999999847E+00  0.127623713723057E+00 -0.389342455623140E+00 253 1 96 99 95  
 0.949999999999951E+00  0.127623713722866E+00 -0.389342455622874E+00 255 1 97 99 96  
 0.989999999999912E+00  0.104112303631370E+00 -0.356981775848157E+00 257 1 98 99 97  
 0.726276316014167E+00  0.308290689690104E+00 -0.210642248107716E+00 260 1 105 101 100  
 0.800000000000003E+00  0.330848783065015E+00 -0.241690799989243E+00 262 1 105 102 101  
 0.949999999999778E+00  0.330848783065011E+00 -0.241690799989240E+00 264 1 105 103 102  
 0.989999999999926E+00  0.307337372973471E+00 -0.209330120214456E+00 266 1 105 104 103  
 0.635678099735926E+00  0.390109723734096E+00  0.142526266296794E+00 269 2 106 117 118 107  
 0.635678099735912E+00  0.399380233565333E+00  0.113994570807909E+00 269 1 107 112 111 106  
 0.799999999999971E+00  0.471463637350479E+00  0.168959755196132E+00 272 1 118 119 108 107  
 0.800000000000034E+00  0.480734147181531E+00  0.140428059707869E+00 273 1 108 113 112 107  
 0.949999999999939E+00  0.471463637350384E+00  0.168959755196417E+00 275 1 119 120 109 108  
 0.950000000000043E+00  0.480734147181656E+00  0.140428059707492E+00 276 1 109 114 113 108  
 0.110060000021943E+01  0.328234525787716E+00  0.122421795775870E+00 278 1 120 121 110 109  
 0.110060000021943E+01  0.337505035619061E+00  0.938901002867209E-01 279 1 110 115 114 109  
 0.726276316014352E+00  0.373224814114177E+00 -0.107955623664772E-01 283 1 112 116 111  
 0.799999999999845E+00  0.409724575916283E+00  0.106392915083427E-02 285 1 113 116 112  
 0.949999999999733E+00  0.409724575916012E+00  0.106392915074976E-02 287 1 114 116 113  
 0.989999999999870E+00  0.371682315264338E+00 -0.112967506242065E-01 289 1 115 116 114  
 0.726276316014017E+00  0.295599744991719E+00  0.228109834944273E+00 292 1 122 118 117  
 0.800000000000082E+00  0.332099506793802E+00  0.239969326461580E+00 294 1 122 119 118  
 0.949999999999906E+00  0.332099506793805E+00  0.239969326461581E+00 296 1 122 120 119  
 0.989999999999894E+00  0.294057246142066E+00  0.227608646686605E+00 298 1 122 121 120  
